user,Hookah and a drink.
user,what itâ€™s like living in atlanta! ðŸ˜­ hookah everywhere! when i went home and spots aint have hookah i left ASAP. what do you mean??? https://t.co/GZ2T8H3iBc
user,@AmMm0613 I think thatâ€™s the only time I can mix liquor and be coool smoke weed hookah and everything still regular ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚
not user,I feel like we need to leave hookah for the hoes lmao Grown ass men donâ€™t have no business sucking on them hookah sticks blowing Oâ€™s ðŸ¤£ðŸ¤£
user,@thatgirlKDL Iâ€™m prepared Sunday after hookah house gs wherever
user,"I havenâ€™t smoked hookah in a minute, Iâ€™m doing good"
user,I wanna have a Airbnb drink and hookah  vibe and games with a small group of friends
not user,"@_Nasiawasia Okayyy. My kinda girl lol we got.           the address, prospect park, Kamp, Parma, uptown hookah, Bar 2200, Atomic bottle."
not user,Could you enjoy yourself at a party without being in a section or at a table? No bottle service at all? No hookah?
user,"Inhale the hookah, exhale the bullshit."
not user,@papito_anml Do both ðŸ˜‚ and try some new hookah  flavors from https://t.co/hMfO7RLG7P
not user,"Buy Different Hookah Water Pipe
Water pipes smoking give you the smoothest rips! Back in the day, you had pretty much two types of bongs, a bong and the gigantic bong. 
Order now at:-https://t.co/1jufMEF0ON

#bongs #marijuanamania #hookahbar #smoking_challenge #tobacco #waterpipe https://t.co/exkf8dbpM6"
user,My hookah bussing tonight
not user,its 2022 dawg why are u still posting vids of u smokin hookah lol
not user,Itâ€™s the same for the women on this channel dumping their kids on their mommas and grandmas. You barely make music. Youâ€™re just at the club smoking hookah. Itâ€™s not that time consuming. #BlackInkCHI
not user,@desiroseeee @khiarakouture You was talking about vaping hookah right?
not user,UPDATE: Melody Hookah Lounge has released a statement regarding the shooting Friday night.   https://t.co/FuEDo3npcf
user,Hookah in ATL about to do the dash.
not user,"Pop out tomorrow; we live tomorrow hookah , vibes , lovely ladies , harmonies homies and all!

 LMAO &amp; FRIENDS PRESENTED BY YOUR BOI LETS GO ! ðŸŒ ðŸŒ ðŸŒ ðŸŒ ðŸŒ ðŸŒ ðŸŒ ðŸŒ ðŸŒ ðŸŒ ðŸŒ ðŸŒ ðŸŒ ðŸŒ ðŸŒ ðŸŒ ðŸŒ ðŸŒ ðŸŒ  https://t.co/jRxJdtIfVJ"
not user,My mama lighting the hookah chile
user,The black hookah can go on my bar cart but that pink hookah can go on my counter with my pink bar stools ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­
not user,"@Shay46312078 @A7minaj @VANILLAMASERATI They do though. I may be in the wrong, and it could be a shout-out. Have y'all listened to Shisha by Saucy Santana?
""sigh, rastafari"""
user,Can someone b my friend and come smoke hookah w me today tf
not user,@sweetluc_charm They donâ€™t hear you ðŸ‘ðŸ¾Free them from the shackles of Hookah &amp; Hennessy
not user,I miss hookah so much but im trying to be healthy
not user,I canâ€™t smoke no hookah Iâ€™m sick ðŸ˜­ðŸ˜­ðŸ˜­
not user,Loved when Hookah played thisðŸ˜
user,This hookah got me like ðŸ¤¯
user,Hookah hoochie. Itâ€™s ME!
user,Damn I need to buy me another hookah
user,I know Iâ€™m not the only hookah hoe that has an unreasonable amount of hookah tips in my purse ðŸ˜­
user,"Ok Im up now, let me light this hookah and get into this Ella Mai album ðŸ§ðŸ½â€â™‚ï¸"
user,So we doing hookah night with drinks tonight
not user,The hookah is for the hoz relax Jerome
not user,as a man why you get so excited for a hookah pipe in your mouth
user,@davibbyy Definitely w. Hookah. ðŸ˜­ ima have a hookah on everybody table.
user,@XoJaz__ i ainâ€™t been out in months ðŸ˜­ iâ€™m getting a piece of air today ðŸ¥² just for hookah
not user,"Jill, eating a mall corn call Mac hookah hookah that you donâ€™t kick WEP payment donâ€™t have been in college I got to Megan UNI and a payme update and you want. You are taping I watch."
not user,"Pottstown Borough Council votes unanimously to o authorize the Solicitor to prepare and advertise an ordinance regulating Smoke Shops and Hookah Bars as
recommended by the Ordinance Review Committee.
Really? ""Hookah Bars?"""
not user,"Great Notion's Aguas Frescas sour ale reminds me a lot of my days of smoking hookah

Sadly that is not a good thing"
user,Ima probably get a hookah tonight.
user,@itsKARY_ Hookah lounges ðŸ˜­
user,I wish the hookah would set up it self ðŸ˜©
not user,"Hookah free for a longgggg time. That life is behind me ðŸ‘€. Lol

My lungs rejoice."
not user,Someone dropped the hookah coal by the exit door
not user,We put them on the map...  And Stine and Hooka bring the frosting ....ðŸ’¯ https://t.co/9DyVkwhqO3
user,I wanna smoke hookah today. ðŸ¥²
not user,Yâ€™all be eatin food and smoking hookah at the same time. Nasty work
user,i wanna light my hookah
not user,@TheGreatBailey hookah coal
user,"@iamkingmarii_ @DeyLuvMick @Tayat__ Im at beyonka party now , i made them stop and get me hookah to go ðŸ˜‚ðŸ˜‚ is this the crack pipe of the 2000sðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£"
user,Bout to smoke me a damn hookah
user,"@LatifahBritt Take it back, you know I canâ€™t have it at my house. My man donâ€™t play that hookah shit of my own. Matter fact bring it when you come down &amp; take it back home with you ðŸ˜­ðŸ˜­ðŸ˜­"
user,Lmfao no hookah???
not user,@LilaGreyO This is dope can display the hookah on it ðŸ˜‚ https://t.co/3B2kACNbV3
not user,She only let 4 Marines in Goza get killed. Aren't you glad it wasn't your brother!!!!
not user,not me buying a hookah for our air bnb
not user,@___deia1 Dam hookah tho
user,fez has the best hookah
not user,"This Saturday 4-10 pm 
@newimpressionz

Mansion Pool Party 
Private location in MD 25 minutes from DC 

Hookah available 
Cash Bar available
Bottle Services 
ðŸš¨ @ReggieRegSW on the 1s and 2s ðŸš¨
Tickets/ tables available online
For Hard copies Contact @onlysponge or @sb_4events https://t.co/ny6Etc2isO"
not user,"Pull up @18wayz  it's going up starting at 6 
Free tacos 
Hookah
All sports games on @ 18 Wayz wingz &amp; Thingz https://t.co/w8W8uGDpRw"
not user,@TallAssKyleS Nigga said is â€œis that hookah smokeâ€ ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£
user,"@kaumahas bro I was at a hookah bar, I dont control the lights jit"
user,Wine hookah and Netflix ðŸ·ðŸ’•
not user,How you gone talk shit about cigarettes but think hookah is better LOL
not user,Imma treat my potnas &amp; brothers to drinks &amp; hookahs on me. I donâ€™t drink or smoke hookah but imma turn up for the bros ðŸ˜‚ðŸ¤ŸðŸ¾
user,"i wanna hookah , I might have to gone buy me one"
user,They be making unnecessary rules at hookah Bars nowâ€¦shit not even fun no more
not user,At least one person was killed and 13 others injured in a Las Vegas hookah lounge shooting https://t.co/UGJfpm6pPN
user,@Your_Boss_Bitch Oh yeah we can do that ðŸ’ªðŸ¾ I need to step my hookah game back up
not user,"Let us help you pack your hookah bowl for a smoking session, just like the way you pack your days with fresh positive energy.
.
.
.
.
.
#hookah #shisha #orlando #florida #miami #orlandoflorida #kissimmee #tampa #disney #centralflorida  #disneyworld #usa #orlandofl #winterpark https://t.co/rLHKAPoUar"
not user,Lmaooo broads HATE niggas that smoke hookah huh
not user,"Newly renovated Kingâ€™s Lounge Hookah will be reopening tonight! More space, more exclusive booths, new sound system/ lighting, and a new feel in Tuscaloosa. Come catch the vibe ðŸŽˆ https://t.co/9FEdDcAJ3G"
user,Waffle House need hookah ðŸ˜‚
not user,I know the weathers good when the Dominicans on my block are outside smoking hookah.
not user,If she a hookah girl or strip just worry boud yo self my boy ðŸ˜‚ .
not user,He recorded himself smoking hookah like a female ðŸ˜­
not user,Man hookah lounges popping up all over the city
user,@idnoic_  juice as a replacement for water in the hookah https://t.co/uwz3Cdjyv6
not user,The possibilities are endless once you put the hookah down
not user,"Done smoking hookah after this weekend, I need to break that habit. ðŸ˜‚"
user,â€œiâ€™ll eat ur ass but i canâ€™t share hookah tipsâ€
user,This Rose flavored shisha is smooth ðŸ˜Œ
user,@naiandlater &amp; if itâ€™s a small hookah only fill the water half way
user,laying in my bed smoking hookah and sipping on some wine
user,Did a lil hookah now Iâ€™m light headed ðŸ˜©
user,Pull up on me rightnow at @habibihookah1 . We going up all night! @ Habibi Hookah Cafe' https://t.co/mfvpwBgoi5
user,Having dinner on the beach while listening to Nicki with hookah and a belly full of Merlot. Life is good.
not user,They love hookah lol my Sefe Hart and my  niece Rye Pie https://t.co/SlsIqm7CJF
not user,Hookah smoke kill COVID
not user,"IT'S ALMOST WEEKEND!ðŸ’¨ All our products are available on https://t.co/oNgMdecQCO &amp; https://t.co/6QocrZo82x!ðŸ”¥

#hookah #hookahlife #hookahbar #hookahlounge #hookahblogger #portablehookah #travel #smoke #viral #shisha #sophiasmokes #miami #newyork #newjersey #atlanta #chicago https://t.co/qf8pfkyync"
not user,"TODAY AT 5PM, JOIN ME FOR VIVA WEDNESDAYS @BOOGALOUATL THE BEST DAMN HAPPY HOUR IN ATLANTA! WHOLE NEW SEAFOOD MENU CRAB LEGS N ALL! FREE MARGARITAS FOR LADIES FROM 7PM - 9PM FREE ADMISSION &amp; PARKING! OPEN TILL 1AM! DRINK SPECIALS 1/2 OFF HOOKAH HUMP DAY â€¦ https://t.co/OsKdvj05Ry"
not user,@EJ_RealTalk Hookah Lounge/ #1 thing tourist look for when they travel to Mexico
user,@uglyfishyy @__whitechyna Looking itâ€™s not my fault people are sensitive anyways love you go to bed hoe! Side note we gotta do another hookah session
not user,The crazy part yâ€™all be on this hoe big cap yâ€™all hate when ppl do misogynistic shit but will dead ass go to clubs and be in sections with all yâ€™all well known misogynistic potnas cause they buying rounds and rounds hookah lmao FOH!!
not user,"More hose than a hookah,,, donâ€™t let it go over your head ! ðŸ˜"
user,Think imma put on a sweatsuit and some shades and find a all night hookah loungeðŸ˜‚
not user,"Whoever own the hookah lounge, I fw him. He said â€œwhy yâ€™all sitting down all night and yâ€™all the prettiest ones in the clubâ€ cause ladies are to be seen &amp; not heardðŸ§ðŸ¾â€â™€ï¸ Know the differenceðŸ’ðŸ¾â€â™€ï¸"
not user,Iâ€™m Not Wasting No Liquor On Hookah ðŸ˜©
user,"Iâ€™m excited about NYE brunch! Cause that night is gonna be me , my liquor, and my hookah"
user,@overhau1x See you in Lagos in 10. Hookah and drinks on me
not user,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ heavy on the hookah smoke part
user,smoking some shisha @ChaseDeMoor ðŸ˜œâ¤ï¸ https://t.co/PE4TIWeDI9
user,Beks got me faded off the hookah ðŸ˜­
user,I want some good food with a good hookah and a good frozen margarita. Point me to the perfect place.
user,@617_0rd @swavemiami AND HOOKAH.
not user,@RudeGyalMauni ðŸ˜ŠðŸ˜ŠðŸ˜Š I deserve hookah but Iâ€™m a refrain from it ðŸ˜‚ðŸ˜‚ðŸ˜‚
not user,This hookah isnâ€™t doing it for me.. I might just roll me a blunt tonight
user,@Tegadeyforyou A friendly advice if you are on whiskey donâ€™t take shisha you wonâ€™t be fine trust me talking from experience especially Jamsonblack  whisky hennny vsop
user,Tryna figure out what to do on my birthday. Maybe a hookah bar or lounge type vibe?
user,Kinda wanna go to the hookah loungeâ€¦
not user,"@Arvxzu PLS RTðŸ¾ðŸŽ‰ Non Stop Brunch + Mimosas + Drink Specials + Hookah + #SunDAYFUNday #BrunchaholicsAnonymous Reservations/Info: 713.955.8946
https://t.co/cWjfaCzUFK"
not user,I wanna have some good food n fun this weekend but all my boys know is shisha &amp; Wray n nephews ðŸ¤§
not user,It's official!!!! The Hookah Conference Semi-Finals! @sixers v. @ATLHawks
not user,"ðŸ‘‰ TITLE: Differences in Subject-Specific Competences between Slovenian and Italian Physical Education Teachers

âœï¸ AUTHORS: Kovac, K., Leskosek, B., Jurak, G., Marinsek, M., &amp; Tul, M.

https://t.co/MrTyzt3hMC"
user,If your barber shop got barbers smoking hookah and drinking. Itâ€™s time to go....
not user,You lost me at hookah .
user,Im quitting hookah once I turn 30 lol
user,I wanna get hookah &amp; a chicken Caesar salad from Egyptian tonight.
not user,@lanaminas They need something stronger than hookah lol Get your Step On!
user,"why am I always up.. just chillin smokin hookah, watching svu."
user,"I love Atlanta, you can go get hookah anywhere, any hour now lol"
user,Welp let me smoke some hookah
user,My neighbors hookah be smelling so good! I be wanting to ask what flavor
user,Finna eat a cute salad and fire up my hookah because why not
user,@binks_envyme Ian no pooh hall gal ðŸ¤£ Wea the hookah boo
not user,@BW Hooka has the most comfortable sneaker I have ever worn.
not user,You trying catch all the little young hoes with the hookah huh unk ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚
user,"Havenâ€™t done Hookah in a min, might buy my own ðŸ˜‚"
user,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚Iâ€™m fasho smackin that hookah while the bitches drinking 40s n smoking black n milds
user,@Ashley_Aquafina ðŸ˜­ðŸ˜­ðŸ˜­ mine definitely thc but yea 9 times outta 10 itâ€™s hookah ðŸ’€
user,@legal_E_brwn I just had this convo after i told my gf imma smoke my hookah and water my plants tonight ðŸ¥´
not user,elfbar? you mean like a hookah lounge for dmt ?
not user,Lmao and i bet they smoke mad hookah
not user,Now all she did was go to a party and do a lil hookah Bless her lord ðŸ˜­
user,I want hookah hood food and drinks ? Somewhere in LA ?
user,Yo and thatâ€™s crazy ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ Iâ€™m back foreal this time Where are we going? Iâ€™m coming to hookahâ€¦ where the hookah at?
user,@MaliykaBeauty01 Me to &amp; hookah
not user,"ðŸš¨Free Entryâš¡ï¸TonightðŸš¨

Trapâ€™n Wings Wednesdayâ€¼ï¸
DYT x DJ @Retro_SteadyðŸ˜ˆâš¡ï¸
ðŸ– 99cent wings
ðŸ– Drinks
ðŸ– Hookah
ðŸ– 7PM-until 
Spread the word &amp; vibe outâš¡ï¸ 

ðŸ“6134 Atlanta HighwayðŸ“

ðŸ¥³ Project Phirst Day Back Friday

#Bamastate #myaum #troyu #skegee #myasu #AUM #aamu Be thereâ€¼ï¸ https://t.co/qujXy7pzED"
user,I wanna go that hot tub hookah lounge it looks like such a vibe
not user,"poverty, bad teeth, kid(s), Chelsea boots, podcast, hookah, uncovered ankles, long fingernails, starter locs"
user,Hookah tonight???
user,Hookah and TP Iâ€™m drunk â˜ºï¸
not user,Ask me this next week after I speak with the rest of the owners for Lava Hookah Lounge
user,I wanna do hookah but I remember I'm not a faggot
user,@theereallmiyahh @rawestbrattt Iâ€™m smoking hookah rn
user,Hookah and working .. itâ€™s a vibe
not user,"First caller, Arnie Abramyan, president of the National Hookah Community Association, asking for yes votes, pointing out that hookah lounges like other businesses are attempting to recover after being closed for a year. ""We are the little guys"" that need electeds' support."
user,And yes there will be hookah
not user,"#DMV â€¼ï¸TOMORROW WED 4/13 #DC #FUN #happyhour #karaoke #hookah #food 7-11P! #FREE No Cover! Drink Specials #DCHappyHour #dcfood #dcnightlife #dckaraokehappyhour #washingtondc #ustreetdc #dchappyhour #dceats #party #birthday #birthdays #dcevents 

RSVP NOW https://t.co/0VrLBvzhwh https://t.co/Jr17f5Y6kI"
user,Time to set the hookah up ðŸŒ¬
not user,Afro B Makes His Return with New Single â€œShishaâ€ Feat. Busiswa andÂ Ninola https://t.co/uLIruV5FGv
not user,"It's very saddening that APC minions are making irrelevant case out of @GRVlagos deputy smoking shisha. How APC got so low is bad. Is shisha illegal in Nigeria? APC keep proving they're anuofia party. Either she smokes or not, Labour party is winning Lagos on Saturday. https://t.co/YI2PKv8WXo"
not user,Security has hit on me twice and a man has inquired if I was alone and invited me to his table to smoke hookah so far ðŸ˜‚
user,"Kids gone, shower, food &amp; hookah on the balcony ðŸ˜Œ"
user,I need a hookah &amp; a drink
not user,Bring her hookah and dick 2023
user,Oh! I want another hookah for Christmas thank you. â˜ºï¸
user,"I want to sit outside and drink tea while smoking hookah, but I also want to stay in bed. ðŸ˜©"
not user,"@saxetniniltiac I donâ€™t know the plot, but he owns a hookah bar in the movie."
user,i really need a hookah so I can bring it with me everywhere
not user,i officially no longer drink anymore . i already donâ€™t smoke . Starting not to like hookah . Vape is eh . Like I guess imma just be sober asf
not user,the vape epidemic hit the streets harder than hookah
not user,ðŸ˜­I could see me and tati fussing over the hookah and @_Therealpariss  saying well damn ðŸ˜‚
not user,Never seen so many older ppl smoking hookah. They have to be about 60
not user,Man hookah canâ€™t ever be that good lol
not user,"Why does Lewis Carroll introduce us to such oddities as a blue caterpillar  who smokes a hookah, a cat ðŸ˜¸ whose grin remains after its head has faded away, and a White Queen ðŸ‘¸ who lives backward and remembers forward? 
Read an excerpt ðŸ‘‰ https://t.co/T6DWJl5l6w https://t.co/jc0bBxThuM"
user,"I love hookah, I wanna be hookah"
not user,"@Falon___ PLS RTðŸ¾ðŸŽ‰ Brunch + Mimosas + Drink Specials + Hookah  + SunDAY FUNday #BrunchaholicsAnonymous Reservations/Info: 713.955.8946
https://t.co/X7k1u4ZTIO"
user,Why did I leave my hookah on the back porch last night ???ðŸ™„ðŸ¤¦ðŸ½â€â™€ï¸
user,@chief_steve42 Hookah convos better ðŸ˜‚
user,Where the Shisha?????!!!!
user,Late night hookah on club patio â¤ï¸ðŸ’‹ https://t.co/GQDlJXKTYm
user,LMFAOOOO *the hookah
user,all y'all that moved to Houston to smoke hookah and eat turkey legs please register to vote !!!!!
user,"Ima sip until I feel it, ima smoke (hookah) until itâ€™s done"
user,I act like Iâ€™m ok but deep down I miss hookah
user,I want a henna and hookah party business
not user,Men that refer to hookah as â€œthe hooksâ€
not user,"@ThatEricAlper Grateful Dead, Allman Brothers, The Who, Pink Floyd, Rusted Root, Dead &amp; Company, Electric Evergreen, Hookah Caterpillar."
not user,"@WaheeraM_ @WaheeraM_ 
THIS FRIDAY IN BROOKLYN 

NOVEMBER 26TH 
#BlackoutFriday

AFROBEAT - DANCEHALL- REGGAE &amp; MORE

HOOKAH AVAILABLE OFC ðŸ˜®â€ðŸ’¨

ðŸ‘‰ðŸ¾GET YOUR ADVANCED TICKET HERE https://t.co/zOIGuKUTPI https://t.co/Gv0kRrKH6O"
user,I done set da hookah up chile ðŸ˜ðŸ¤£ No thanks to the expert @SheSoBreezy
